timestamp,appliance,device_id,appliance_type,power_kwh,temperature,is_weekend,is_holiday
2012-11-22,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-22,laptop,4,electronics,0.2352985625646819,22.0,0,0
2012-11-22,tv,7,entertainment,0.17367224221308925,22.0,0,0
2012-11-22,washing_machine,5,home_appliance,0.866068379415852,22.0,0,0
2012-11-23,dishwasher,6,home_appliance,0.020003478260869567,22.0,0,0
2012-11-23,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-23,laptop,4,electronics,0.11694478192406767,22.0,0,0
2012-11-23,tv,7,entertainment,0.01908182412211228,22.0,0,0
2012-11-23,washing_machine,5,home_appliance,0.6060780594831789,22.0,0,0
2012-11-24,dishwasher,6,home_appliance,0.0,22.0,1,0
2012-11-24,kettle,10,kitchen_appliance,0.0,22.0,1,0
2012-11-24,laptop,4,electronics,0.0,22.0,1,0
2012-11-24,tv,7,entertainment,0.0,22.0,1,0
2012-11-24,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-11-25,dishwasher,6,home_appliance,0.0,22.0,1,0
2012-11-25,kettle,10,kitchen_appliance,0.0,22.0,1,0
2012-11-25,laptop,4,electronics,0.0,22.0,1,0
2012-11-25,tv,7,entertainment,0.0,22.0,1,0
2012-11-25,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-11-26,dishwasher,6,home_appliance,0.011017389056954164,22.0,0,0
2012-11-26,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-26,laptop,4,electronics,0.2177989590243772,22.0,0,0
2012-11-26,tv,7,entertainment,0.14215480091144242,22.0,0,0
2012-11-26,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-11-27,dishwasher,6,home_appliance,0.023006803980560056,22.0,0,0
2012-11-27,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-27,laptop,4,electronics,0.45806277120858235,22.0,0,0
2012-11-27,tv,7,entertainment,0.19990312011376568,22.0,0,0
2012-11-27,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-11-28,dishwasher,6,home_appliance,0.5487047927623153,22.0,0,0
2012-11-28,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-28,laptop,4,electronics,0.4012616576606184,22.0,0,0
2012-11-28,tv,7,entertainment,0.18047526688400597,22.0,0,0
2012-11-28,washing_machine,5,home_appliance,1.7123287671232875e-06,22.0,0,0
2012-11-29,dishwasher,6,home_appliance,0.7232786547968175,22.0,0,0
2012-11-29,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-29,laptop,4,electronics,0.37411010769956554,22.0,0,0
2012-11-29,tv,7,entertainment,0.20765944152022503,22.0,0,0
2012-11-29,washing_machine,5,home_appliance,0.7737068070208417,22.0,0,0
2012-11-30,dishwasher,6,home_appliance,1.26711364130382,22.0,0,0
2012-11-30,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-11-30,laptop,4,electronics,0.3751812626438889,22.0,0,0
2012-11-30,tv,7,entertainment,0.022248212100928307,22.0,0,0
2012-11-30,washing_machine,5,home_appliance,0.7874852196412478,22.0,0,0
2012-12-01,dishwasher,6,home_appliance,0.024015541259440866,22.0,1,0
2012-12-01,kettle,10,kitchen_appliance,0.0,22.0,1,0
2012-12-01,laptop,4,electronics,0.3228735841468714,22.0,1,0
2012-12-01,tv,7,entertainment,0.022163336289015973,22.0,1,0
2012-12-01,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-12-02,dishwasher,6,home_appliance,0.0240087504868111,22.0,1,0
2012-12-02,kettle,10,kitchen_appliance,0.0,22.0,1,0
2012-12-02,laptop,4,electronics,0.3226258477926327,22.0,1,0
2012-12-02,tv,7,entertainment,0.137847579453178,22.0,1,0
2012-12-02,washing_machine,5,home_appliance,3.4782608695652175e-06,22.0,1,0
2012-12-03,dishwasher,6,home_appliance,0.010005163633142907,22.0,0,0
2012-12-03,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-03,laptop,4,electronics,0.15012094692902997,22.0,0,0
2012-12-03,tv,7,entertainment,0.009371801194034612,22.0,0,0
2012-12-03,washing_machine,5,home_appliance,0.7723761116749395,22.0,0,0
2012-12-04,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-04,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-04,laptop,4,electronics,0.0,22.0,0,0
2012-12-04,tv,7,entertainment,0.0,22.0,0,0
2012-12-04,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-05,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-05,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-05,laptop,4,electronics,0.0,22.0,0,0
2012-12-05,tv,7,entertainment,0.0,22.0,0,0
2012-12-05,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-06,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-06,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-06,laptop,4,electronics,0.0,22.0,0,0
2012-12-06,tv,7,entertainment,0.0,22.0,0,0
2012-12-06,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-07,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-07,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-07,laptop,4,electronics,0.0,22.0,0,0
2012-12-07,tv,7,entertainment,0.0,22.0,0,0
2012-12-07,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-08,dishwasher,6,home_appliance,0.0,22.0,1,0
2012-12-08,kettle,10,kitchen_appliance,0.0,22.0,1,0
2012-12-08,laptop,4,electronics,0.0,22.0,1,0
2012-12-08,tv,7,entertainment,0.0,22.0,1,0
2012-12-08,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-12-09,dishwasher,6,home_appliance,0.0,22.0,1,0
2012-12-09,kettle,10,kitchen_appliance,0.0,22.0,1,0
2012-12-09,laptop,4,electronics,0.0,22.0,1,0
2012-12-09,tv,7,entertainment,0.0,22.0,1,0
2012-12-09,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-12-10,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-10,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-10,laptop,4,electronics,0.0,22.0,0,0
2012-12-10,tv,7,entertainment,0.0,22.0,0,0
2012-12-10,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-11,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-11,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-11,laptop,4,electronics,0.0,22.0,0,0
2012-12-11,tv,7,entertainment,0.0,22.0,0,0
2012-12-11,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-12,dishwasher,6,home_appliance,1.2845934466037796,22.0,0,0
2012-12-12,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-12,laptop,4,electronics,0.1789699641904136,22.0,0,0
2012-12-12,tv,7,entertainment,0.06941510230874638,22.0,0,0
2012-12-12,washing_machine,5,home_appliance,1.7182130584192439e-06,22.0,0,0
2012-12-13,dishwasher,6,home_appliance,0.01738738008627401,22.0,0,0
2012-12-13,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-13,laptop,4,electronics,0.42708951890471153,22.0,0,0
2012-12-13,tv,7,entertainment,0.21696857228468344,22.0,0,0
2012-12-13,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-14,dishwasher,6,home_appliance,0.012012229905558579,22.0,0,0
2012-12-14,fridge,12,kitchen_appliance,0.11535553227851592,22.0,0,0
2012-12-14,kettle,10,kitchen_appliance,0.00201751598173516,22.0,0,0
2012-12-14,laptop,4,electronics,0.17728662200101183,22.0,0,0
2012-12-14,microwave,13,kitchen_appliance,0.002,22.0,0,0
2012-12-14,tv,7,entertainment,0.13700423196111639,22.0,0,0
2012-12-14,washing_machine,5,home_appliance,0.7751581370706663,22.0,0,0
2012-12-15,dishwasher,6,home_appliance,1.2707079748105543,22.0,1,0
2012-12-15,fridge,12,kitchen_appliance,1.0664327187968419,22.0,1,0
2012-12-15,kettle,10,kitchen_appliance,0.29934965229301086,22.0,1,0
2012-12-15,laptop,4,electronics,0.32353531691940174,22.0,1,0
2012-12-15,microwave,13,kitchen_appliance,0.13716378749091704,22.0,1,0
2012-12-15,tv,7,entertainment,0.15955678520871205,22.0,1,0
2012-12-15,washing_machine,5,home_appliance,2.4768606439735645,22.0,1,0
2012-12-16,dishwasher,6,home_appliance,0.014559233219076931,22.0,1,0
2012-12-16,fridge,12,kitchen_appliance,0.8212752040837874,22.0,1,0
2012-12-16,kettle,10,kitchen_appliance,0.3289431320096869,22.0,1,0
2012-12-16,laptop,4,electronics,0.31853205148712815,22.0,1,0
2012-12-16,microwave,13,kitchen_appliance,0.21483632589959437,22.0,1,0
2012-12-16,tv,7,entertainment,0.28485987720793743,22.0,1,0
2012-12-16,washing_machine,5,home_appliance,1.7152658662092624e-06,22.0,1,0
2012-12-17,dishwasher,6,home_appliance,0.01901541982051171,22.0,0,0
2012-12-17,fridge,12,kitchen_appliance,0.6837330521120542,22.0,0,0
2012-12-17,kettle,10,kitchen_appliance,0.33013735720227877,22.0,0,0
2012-12-17,laptop,4,electronics,0.2950474963075915,22.0,0,0
2012-12-17,microwave,13,kitchen_appliance,0.05503588554578043,22.0,0,0
2012-12-17,tv,7,entertainment,0.24730810931346156,22.0,0,0
2012-12-17,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-18,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-18,fridge,12,kitchen_appliance,0.0,22.0,0,0
2012-12-18,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-18,laptop,4,electronics,0.0,22.0,0,0
2012-12-18,microwave,13,kitchen_appliance,0.0,22.0,0,0
2012-12-18,tv,7,entertainment,0.0,22.0,0,0
2012-12-18,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-19,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-19,fridge,12,kitchen_appliance,0.0,22.0,0,0
2012-12-19,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-19,laptop,4,electronics,0.0,22.0,0,0
2012-12-19,microwave,13,kitchen_appliance,0.0,22.0,0,0
2012-12-19,tv,7,entertainment,0.0,22.0,0,0
2012-12-19,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-20,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-20,fridge,12,kitchen_appliance,0.0,22.0,0,0
2012-12-20,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-20,laptop,4,electronics,0.0,22.0,0,0
2012-12-20,microwave,13,kitchen_appliance,0.0,22.0,0,0
2012-12-20,tv,7,entertainment,0.0,22.0,0,0
2012-12-20,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-21,dishwasher,6,home_appliance,0.0,22.0,0,0
2012-12-21,fridge,12,kitchen_appliance,0.0,22.0,0,0
2012-12-21,kettle,10,kitchen_appliance,0.0,22.0,0,0
2012-12-21,laptop,4,electronics,0.0,22.0,0,0
2012-12-21,microwave,13,kitchen_appliance,0.0,22.0,0,0
2012-12-21,tv,7,entertainment,0.0,22.0,0,0
2012-12-21,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-22,dishwasher,6,home_appliance,0.008006843501015696,22.0,1,0
2012-12-22,fridge,12,kitchen_appliance,0.35304026149065887,22.0,1,0
2012-12-22,kettle,10,kitchen_appliance,0.008006825938566553,22.0,1,0
2012-12-22,laptop,4,electronics,0.11870333826354337,22.0,1,0
2012-12-22,microwave,13,kitchen_appliance,0.051575091158367614,22.0,1,0
2012-12-22,tv,7,entertainment,0.37515283631256097,22.0,1,0
2012-12-22,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-12-23,dishwasher,6,home_appliance,0.02401536132863913,22.0,1,0
2012-12-23,fridge,12,kitchen_appliance,1.0320190178983357,22.0,1,0
2012-12-23,kettle,10,kitchen_appliance,0.6060464670741527,22.0,1,0
2012-12-23,laptop,4,electronics,0.32574546172307206,22.0,1,0
2012-12-23,microwave,13,kitchen_appliance,0.08565082193959297,22.0,1,0
2012-12-23,tv,7,entertainment,0.40878706155473615,22.0,1,0
2012-12-23,washing_machine,5,home_appliance,0.7214298948059377,22.0,1,0
2012-12-24,dishwasher,6,home_appliance,1.2388041330790405,22.0,0,0
2012-12-24,fridge,12,kitchen_appliance,1.1536161091563273,22.0,0,0
2012-12-24,kettle,10,kitchen_appliance,0.5547230870203246,22.0,0,0
2012-12-24,laptop,4,electronics,0.32726626305920586,22.0,0,0
2012-12-24,microwave,13,kitchen_appliance,0.1346983941704546,22.0,0,0
2012-12-24,tv,7,entertainment,0.19062169859548653,22.0,0,0
2012-12-24,washing_machine,5,home_appliance,0.734949629884272,22.0,0,0
2012-12-25,dishwasher,6,home_appliance,0.9122148354752154,22.0,0,0
2012-12-25,fridge,12,kitchen_appliance,1.2453916294426939,22.0,0,0
2012-12-25,kettle,10,kitchen_appliance,1.6708970060601558,22.0,0,0
2012-12-25,laptop,4,electronics,0.43006621493648495,22.0,0,0
2012-12-25,microwave,13,kitchen_appliance,0.14852794311714168,22.0,0,0
2012-12-25,tv,7,entertainment,0.2023348435553972,22.0,0,0
2012-12-25,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-26,dishwasher,6,home_appliance,1.5068326271095835,22.0,0,0
2012-12-26,fridge,12,kitchen_appliance,1.0658831858221367,22.0,0,0
2012-12-26,kettle,10,kitchen_appliance,0.2866100493072203,22.0,0,0
2012-12-26,laptop,4,electronics,0.32136773466089735,22.0,0,0
2012-12-26,microwave,13,kitchen_appliance,0.23420365557377026,22.0,0,0
2012-12-26,tv,7,entertainment,0.26630737153599365,22.0,0,0
2012-12-26,washing_machine,5,home_appliance,0.9177420327896727,22.0,0,0
2012-12-27,dishwasher,6,home_appliance,0.02400515169198305,22.0,0,0
2012-12-27,fridge,12,kitchen_appliance,0.6756992313413732,22.0,0,0
2012-12-27,kettle,10,kitchen_appliance,0.02402409051165813,22.0,0,0
2012-12-27,laptop,4,electronics,0.3207557929572548,22.0,0,0
2012-12-27,microwave,13,kitchen_appliance,0.024029233311285873,22.0,0,0
2012-12-27,tv,7,entertainment,0.022704914408371003,22.0,0,0
2012-12-27,washing_machine,5,home_appliance,0.0,22.0,0,0
2012-12-28,dishwasher,6,home_appliance,0.024015544041450777,22.0,0,0
2012-12-28,fridge,12,kitchen_appliance,0.7044890065711318,22.0,0,0
2012-12-28,kettle,10,kitchen_appliance,0.02402074331713789,22.0,0,0
2012-12-28,laptop,4,electronics,0.3203765351203785,22.0,0,0
2012-12-28,microwave,13,kitchen_appliance,0.02401728310952543,22.0,0,0
2012-12-28,tv,7,entertainment,0.022451941400322115,22.0,0,0
2012-12-28,washing_machine,5,home_appliance,0.00348448275862069,22.0,0,0
2012-12-29,dishwasher,6,home_appliance,0.024006911461260244,22.0,1,0
2012-12-29,fridge,12,kitchen_appliance,0.696138899564049,22.0,1,0
2012-12-29,kettle,10,kitchen_appliance,0.02402764590707781,22.0,1,0
2012-12-29,laptop,4,electronics,0.3239511445000916,22.0,1,0
2012-12-29,microwave,13,kitchen_appliance,0.02400862962301233,22.0,1,0
2012-12-29,tv,7,entertainment,0.02238495441308874,22.0,1,0
2012-12-29,washing_machine,5,home_appliance,0.0,22.0,1,0
2012-12-30,dishwasher,6,home_appliance,0.024010347897257766,22.0,1,0
2012-12-30,fridge,12,kitchen_appliance,0.8414211102698205,22.0,1,0
2012-12-30,kettle,10,kitchen_appliance,0.4734613139753093,22.0,1,0
2012-12-30,laptop,4,electronics,0.32102379028019157,22.0,1,0
2012-12-30,microwave,13,kitchen_appliance,0.14680926377894143,22.0,1,0
2012-12-30,tv,7,entertainment,0.33084833726506957,22.0,1,0
2012-12-30,washing_machine,5,home_appliance,0.7185563017225188,22.0,1,0
2012-12-31,dishwasher,6,home_appliance,0.024005116556734957,22.0,0,0
2012-12-31,fridge,12,kitchen_appliance,0.9542579360006913,22.0,0,0
2012-12-31,kettle,10,kitchen_appliance,0.4083583958490883,22.0,0,0
2012-12-31,laptop,4,electronics,0.3787304150089748,22.0,0,0
2012-12-31,microwave,13,kitchen_appliance,0.13684584832890304,22.0,0,0
2012-12-31,tv,7,entertainment,0.5088971563124968,22.0,0,0
2012-12-31,washing_machine,5,home_appliance,0.788821143654253,22.0,0,0
2013-01-01,dishwasher,6,home_appliance,1.2468962853547199,22.0,0,0
2013-01-01,fridge,12,kitchen_appliance,0.929169424588985,22.0,0,0
2013-01-01,kettle,10,kitchen_appliance,0.365691049256286,22.0,0,0
2013-01-01,laptop,4,electronics,0.34908234395211135,22.0,0,0
2013-01-01,microwave,13,kitchen_appliance,0.37602943104322767,22.0,0,0
2013-01-01,tv,7,entertainment,0.7064779172360715,22.0,0,0
2013-01-01,washing_machine,5,home_appliance,0.7595035988797996,22.0,0,0
2013-01-02,dishwasher,6,home_appliance,0.024020553920024335,22.0,0,0
2013-01-02,fridge,12,kitchen_appliance,0.8699919185969857,22.0,0,0
2013-01-02,kettle,10,kitchen_appliance,0.2982834016276494,22.0,0,0
2013-01-02,laptop,4,electronics,0.34919977828502397,22.0,0,0
2013-01-02,microwave,13,kitchen_appliance,0.10014157946833886,22.0,0,0
2013-01-02,tv,7,entertainment,1.195365264799103,22.0,0,0
2013-01-02,washing_machine,5,home_appliance,0.8757228958056206,22.0,0,0
2013-01-03,dishwasher,6,home_appliance,1.2790415570028832,22.0,0,0
2013-01-03,fridge,12,kitchen_appliance,1.096132615643362,22.0,0,0
2013-01-03,kettle,10,kitchen_appliance,0.28949738679242665,22.0,0,0
2013-01-03,laptop,4,electronics,0.414622840972651,22.0,0,0
2013-01-03,microwave,13,kitchen_appliance,0.08224627819498505,22.0,0,0
2013-01-03,tv,7,entertainment,1.4648229433086764,22.0,0,0
2013-01-03,washing_machine,5,home_appliance,0.09844985418531459,22.0,0,0
2013-01-04,dishwasher,6,home_appliance,0.024013695813483574,22.0,0,0
2013-01-04,fridge,12,kitchen_appliance,0.9650412939775989,22.0,0,0
2013-01-04,kettle,10,kitchen_appliance,0.4553869969303666,22.0,0,0
2013-01-04,laptop,4,electronics,0.46988253322354795,22.0,0,0
2013-01-04,microwave,13,kitchen_appliance,0.15766784570667539,22.0,0,0
2013-01-04,tv,7,entertainment,0.6129548031343265,22.0,0,0
2013-01-04,washing_machine,5,home_appliance,0.0007267982293269203,22.0,0,0
2013-01-05,dishwasher,6,home_appliance,0.5622113254208424,22.0,1,0
2013-01-05,fridge,12,kitchen_appliance,0.9264319061609323,22.0,1,0
2013-01-05,kettle,10,kitchen_appliance,0.5965475554694698,22.0,1,0
2013-01-05,laptop,4,electronics,0.34945132275930235,22.0,1,0
2013-01-05,microwave,13,kitchen_appliance,0.2110312858591601,22.0,1,0
2013-01-05,tv,7,entertainment,0.3251159212158093,22.0,1,0
2013-01-05,washing_machine,5,home_appliance,0.7404395379217932,22.0,1,0
2013-01-06,dishwasher,6,home_appliance,0.733700800222101,22.0,1,0
2013-01-06,fridge,12,kitchen_appliance,0.9769269283775339,22.0,1,0
2013-01-06,kettle,10,kitchen_appliance,0.7135576309701991,22.0,1,0
2013-01-06,laptop,4,electronics,0.33151153799942573,22.0,1,0
2013-01-06,microwave,13,kitchen_appliance,0.09375127641725413,22.0,1,0
2013-01-06,tv,7,entertainment,0.27538153641802804,22.0,1,0
2013-01-06,washing_machine,5,home_appliance,0.7554300325286029,22.0,1,0
2013-01-07,dishwasher,6,home_appliance,0.02202207267273059,22.0,0,0
2013-01-07,fridge,12,kitchen_appliance,0.8761141845023923,22.0,0,0
2013-01-07,kettle,10,kitchen_appliance,0.3838145961993647,22.0,0,0
2013-01-07,laptop,4,electronics,0.24959039901386407,22.0,0,0
2013-01-07,microwave,13,kitchen_appliance,0.12995563616295222,22.0,0,0
2013-01-07,tv,7,entertainment,0.21097280348856684,22.0,0,0
2013-01-07,washing_machine,5,home_appliance,0.8011384547826069,22.0,0,0
2013-01-08,dishwasher,6,home_appliance,1.2716025718179775,22.0,0,0
2013-01-08,fridge,12,kitchen_appliance,0.9157444815558022,22.0,0,0
2013-01-08,kettle,10,kitchen_appliance,0.490071586610323,22.0,0,0
2013-01-08,laptop,4,electronics,0.0027333333333333333,22.0,0,0
2013-01-08,microwave,13,kitchen_appliance,0.16673013517205248,22.0,0,0
2013-01-08,tv,7,entertainment,0.30420805739587853,22.0,0,0
2013-01-08,washing_machine,5,home_appliance,7.718696397941681e-05,22.0,0,0
2013-01-09,dishwasher,6,home_appliance,0.016395255299785028,22.0,0,0
2013-01-09,fridge,12,kitchen_appliance,0.9362058277310996,22.0,0,0
2013-01-09,kettle,10,kitchen_appliance,0.18861239685488976,22.0,0,0
2013-01-09,laptop,4,electronics,0.25313030669270314,22.0,0,0
2013-01-09,microwave,13,kitchen_appliance,0.4878174273559977,22.0,0,0
2013-01-09,tv,7,entertainment,0.3282777263918481,22.0,0,0
2013-01-09,washing_machine,5,home_appliance,1.3440142190969637,22.0,0,0
2013-01-10,dishwasher,6,home_appliance,0.012,22.0,0,0
2013-01-10,fridge,12,kitchen_appliance,0.30883599250321314,22.0,0,0
2013-01-10,kettle,10,kitchen_appliance,0.13508481829003485,22.0,0,0
2013-01-10,laptop,4,electronics,0.06722315983098859,22.0,0,0
2013-01-10,microwave,13,kitchen_appliance,0.026129518744800177,22.0,0,0
2013-01-10,tv,7,entertainment,0.011479462682212664,22.0,0,0
2013-01-10,washing_machine,5,home_appliance,1.3559987555981563,22.0,0,0
2013-01-11,dishwasher,6,home_appliance,0.0,22.0,0,0
2013-01-11,fridge,12,kitchen_appliance,0.0,22.0,0,0
2013-01-11,kettle,10,kitchen_appliance,0.0,22.0,0,0
2013-01-11,laptop,4,electronics,0.0,22.0,0,0
2013-01-11,microwave,13,kitchen_appliance,0.0,22.0,0,0
2013-01-11,tv,7,entertainment,0.0,22.0,0,0
2013-01-11,washing_machine,5,home_appliance,0.0,22.0,0,0
2013-01-12,dishwasher,6,home_appliance,0.0,22.0,1,0
2013-01-12,fridge,12,kitchen_appliance,0.0,22.0,1,0
2013-01-12,kettle,10,kitchen_appliance,0.0,22.0,1,0
2013-01-12,laptop,4,electronics,0.0,22.0,1,0
2013-01-12,microwave,13,kitchen_appliance,0.0,22.0,1,0
2013-01-12,tv,7,entertainment,0.0,22.0,1,0
2013-01-12,washing_machine,5,home_appliance,0.0,22.0,1,0
2013-01-13,dishwasher,6,home_appliance,0.0,22.0,1,0
2013-01-13,fridge,12,kitchen_appliance,0.0,22.0,1,0
2013-01-13,kettle,10,kitchen_appliance,0.0,22.0,1,0
2013-01-13,laptop,4,electronics,0.0,22.0,1,0
2013-01-13,microwave,13,kitchen_appliance,0.0,22.0,1,0
2013-01-13,tv,7,entertainment,0.0,22.0,1,0
2013-01-13,washing_machine,5,home_appliance,0.0,22.0,1,0
2013-01-14,dishwasher,6,home_appliance,0.0,22.0,0,0
2013-01-14,fridge,12,kitchen_appliance,0.0,22.0,0,0
2013-01-14,kettle,10,kitchen_appliance,0.0,22.0,0,0
2013-01-14,laptop,4,electronics,0.0,22.0,0,0
2013-01-14,microwave,13,kitchen_appliance,0.0,22.0,0,0
2013-01-14,tv,7,entertainment,0.0,22.0,0,0
2013-01-14,washing_machine,5,home_appliance,0.0,22.0,0,0
2013-01-15,dishwasher,6,home_appliance,0.0,22.0,0,0
2013-01-15,fridge,12,kitchen_appliance,0.0,22.0,0,0
2013-01-15,kettle,10,kitchen_appliance,0.0,22.0,0,0
